Ticker,Sector,Industry,Company_Type,Current_Price,DCF_Price,Technical_Price,Comparable_Price,Startup_Price,Equity Value,RSI 14,Current_Multiples,Technical Trend on MA,MA_20,MA_50,MA_200,Relative_Valuation,Last_Close,Market_Cap,PE_Ratio,Revenue_Growth,Quality_Score,Quality_Grade,Growth_Quality,Median_Growth,Current_Revenue,Implied_Value_Estimate,Key_Risks,Recommendation,Confidence,Signal-Bullish,Signal-Bearish,Signal-Neutral,Signal-DCF,Signal-Startup,Signal-Technical,Signal-Comparable,Risk_Level,Investment_Thesis,Data_Quality,Next_Steps,Errors
MKDW,,,startup_loss_making,$0.22,$0.00,$0.49,$0.00,$0.03,$0,56.605834282508674,,Uptrend,0.21294999942183496,0.21388000011444092,0.3760899984836578,N/A,$0.00,"$31,739,876",,,3,D,Declining,-3.6%,"$1,998,971","$3,997,942","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MKDWW,,,startup_loss_making,$0.01,$0.00,$0.01,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,,3,D,Declining,-3.6%,"$1,998,971","$3,997,942","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MKLYU,Financial Services,Shell Companies,financial,$9.99,$0.00,$10.06,$0.00,$0.00,$0,52.158483649211334,"{'pe': None, 'ps': None, 'pb': None}",Near-term Uptrend,9.985799741744994,,,Fair,$0.00,$0,,,3,D,,0,$0,$0,"['Weak financial health', 'Limited financial data availability']",HOLD,Low,['Technical: Near-term Uptrend'],['Poor quality metrics'],['Fair valuation vs peers'],,,Buy,Hold,Medium,Financial company requiring careful timing. Current signals: hold.,Low,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement', 'Seek additional data sources beyond yFinance']",[]
MKSI,Technology,Scientific & Technical Instruments,mature_profitable,$123.94,$108.34,$198.90,$211.84,$0.00,"$7,275,797,703",65.81151615776355,"{'pe': 31.377216, 'ps': 2.2249897, 'pb': 3.2623515}",Strong Uptrend,113.85099906921387,105.63543487548829,96.55824459075927,Undervalued,$0.00,"$8,323,686,400",31.377216,0.097,44,C,,0,$0,$0,[],SELL,Medium,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",['DCF shows -13% downside'],[],Sell,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Sell with C quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
MKTW,Financial Services,Financial Data & Stock Exchanges,financial,$16.51,$0.00,$12.31,$172.77,$0.00,$0,35.95198188816432,"{'pe': 5.732639, 'ps': 0.12719418, 'pb': -2.469339}",Downtrend,17.51349992752075,18.212067947387695,14.31262996673584,Undervalued,$0.00,"$45,550,908",5.732639,-0.239,26,D,,0,$0,$0,['Weak financial health'],HOLD,Low,['Trading below peer multiples'],"['Technical: Downtrend', 'Poor quality metrics']",[],,,Sell,Buy,Medium,Financial company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
MKTX,Financial Services,Capital Markets,financial,$179.04,$0.00,$209.80,$63.79,$0.00,$0,38.418618067314476,"{'pe': 30.141413, 'ps': 7.9908667, 'pb': 4.832649}",Strong Downtrend,182.96750030517578,192.10648651123046,209.7988394165039,Overvalued,$0.00,"$6,689,609,728",30.141413,0.11,64,B,,0,$0,$0,[],SELL,Medium,['Good quality company metrics'],"['Technical: Strong Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],,,Sell,Sell,Low,Financial company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
MKZR,Real Estate,REIT - Diversified,reit,$5.44,$-69.65,$14.62,$41.23,$0.00,"$-116,747,851",45.32154474273643,"{'pe': None, 'ps': 0.3957909, 'pb': 0.1284564}",Strong Downtrend,5.850149989128113,5.7282599830627445,14.620601110458374,Undervalued,$0.00,"$9,117,973",,-0.013,0,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Trading below peer multiples'],"['DCF shows -1380% downside', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],Strong Sell,,Sell,Buy,Medium,Reit company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
MLAB,Technology,Scientific & Technical Instruments,turnaround,$66.41,$209.95,$107.99,$264.31,$0.00,"$1,155,038,890",47.818734356791346,"{'pe': None, 'ps': 1.5075307, 'pb': 2.1180036}",Strong Downtrend,65.85983543395996,68.53633659362794,107.98588689804077,Undervalued,$0.00,"$365,351,584",,0.024,7,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 216% upside', 'Trading below peer multiples']","['Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],Strong Buy,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
MLAC,,,startup_loss_making,$10.30,$0.00,$10.39,$0.00,$0.00,$0,55.66867226435429,,Short-term Uptrend,10.303000259399415,10.284980201721192,,N/A,$0.00,"$319,222,752",,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Short-term Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MLACR,,,turnaround,$0.22,$0.00,$0.22,$0.00,$0.00,$0,,"{'pe': None, 'ps': None, 'pb': -0.9699115}",Insufficient Moving Averages Data,,,,Fair,$0.00,"$6,209,936",,,25,D,,0,$0,$0,"['Weak financial health', 'Limited financial data availability']",HOLD,Low,[],['Poor quality metrics'],"['DCF suggests fair valuation', 'Technical: Insufficient Moving Averages Data', 'Fair valuation vs peers']",Hold,,Neutral,Hold,Medium,Turnaround company requiring careful timing. Current signals: hold.,Low,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement', 'Seek additional data sources beyond yFinance']",['dcf_analysis():FCF and EBITDA Data Unavailable']
MLACU,,,startup_loss_making,$10.60,$0.00,$10.28,$0.00,$0.00,$0,38.886986572777374,,Short-term Downtrend,10.528000116348267,10.481199913024902,,N/A,$0.00,"$286,147,008",,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Short-term Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MLCO,Consumer Cyclical,Resorts & Casinos,mature_profitable,$9.54,$17.85,$13.99,$10.51,$0.00,"$6,968,992,736",51.81252805411252,"{'pe': 68.14285, 'ps': 0.7559842, 'pb': -2.6079824}",Strong Uptrend,9.758499956130981,9.215,6.799250013828278,Undervalued,$0.00,"$3,724,484,608",68.14285,0.145,34,D,,0,$0,$0,['Weak financial health'],BUY,Medium,"['DCF shows 87% upside', 'Technical: Strong Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Stable dividend-paying company. DCF suggests Strong Buy with D quality metrics.,Medium,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
MLEC,Healthcare,Biotechnology,startup_loss_making,$1.20,$0.00,$6.15,$0.00,$7.44,$0,26.54321475885692,,Strong Downtrend,1.245300006866455,2.230540010929108,6.154930003285408,N/A,$0.00,"$13,070,114",,,3,D,Exceptional (>50%),521.5%,"$5,625,124","$81,001,786","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MLECW,Healthcare,Biotechnology,startup_loss_making,$0.01,$0.00,$0.01,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,,3,D,Exceptional (>50%),521.5%,"$5,625,124","$81,001,786","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MLGO,Technology,Software - Infrastructure,mature_profitable,$10.92,$7.12,$47.94,$200.68,$0.00,"$77,872,051",53.26551739392404,"{'pe': None, 'ps': 0.2720706, 'pb': 0.05255761}",Uptrend,9.485500001907349,10.342299995422364,97.21967456340789,Undervalued,$0.00,"$119,481,888",,-0.352,32,D,,0,$0,$0,['Weak financial health'],SELL,Medium,"['Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']","['DCF shows -35% downside', 'Poor quality metrics']",[],Strong Sell,,Buy,Buy,Medium,Stable dividend-paying company. DCF suggests Strong Sell with D quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",turnaround,$16.96,$16.26,$14.84,$82.47,$0.00,"$1,112,981,472",25.934070401196834,"{'pe': None, 'ps': 0.30848196, 'pb': 0.89423174}",Downtrend,20.387585258483888,20.21840732574463,19.591685004234314,Undervalued,$0.00,"$1,161,156,992",,0.109,12,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Trading below peer multiples'],"['Technical: Downtrend', 'High volume selling pressure', 'Poor quality metrics']",['DCF suggests fair valuation'],Hold,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
MLTX,Healthcare,Biotechnology,startup_loss_making,$53.95,$0.00,$45.55,$0.00,$5.50,$0,48.645335691574886,,Downtrend,55.477249717712404,54.391899795532225,46.375849933624266,N/A,$0.00,"$3,425,583,104",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MLYS,Healthcare,Biotechnology,startup_loss_making,$38.87,$0.00,$84.56,$0.00,$4.19,$0,76.32816009615166,,Strong Uptrend,33.22749977111816,21.707799892425538,15.20864999294281,N/A,$0.00,"$3,015,133,952",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MMLP,Energy,Oil & Gas Midstream,commodity,$3.12,$-3.96,$3.29,$18.32,$0.00,"$-154,496,439",47.083429538153936,"{'pe': None, 'ps': 0.17030786, 'pb': -1.6421052}",Strong Downtrend,3.184999966621399,3.146476125717163,3.2940199315547942,Undervalued,$0.00,"$121,851,872",,-0.021,10,D,,0,$0,$0,"['Weak financial health', 'Limited financial data availability']",SELL,Medium,['Trading below peer multiples'],"['DCF shows -227% downside', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],Strong Sell,,Sell,Buy,Medium,Commodity company requiring careful timing. Current signals: sell.,Low,"['Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MMSI,Healthcare,Medical Instruments & Supplies,mature_profitable,$83.08,$141.43,$95.60,$68.30,$0.00,"$8,375,298,668",37.652091498432874,"{'pe': 42.17259, 'ps': 3.4337447, 'pb': 3.306272}",Strong Downtrend,87.60800018310547,86.20660018920898,95.59730010986328,Overvalued,$0.00,"$4,919,924,224",42.17259,0.132,44,C,,0,$0,$0,[],SELL,Medium,['DCF shows 70% upside'],"['Technical: Strong Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],Strong Buy,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
MMYT,Consumer Cyclical,Travel Services,mature_profitable,$97.25,$78.37,$101.85,$17.30,$0.00,"$7,041,806,686",47.01299639243133,"{'pe': 113.08139, 'ps': 9.321475, 'pb': 198.06517}",Strong Downtrend,98.95799865722657,98.16639923095703,101.85004989624024,Overvalued,$0.00,"$9,253,083,136",113.08139,0.056,42,C,,0,$0,$0,[],SELL,Medium,[],"['DCF shows -19% downside', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],Sell,,Sell,Sell,Low,Stable dividend-paying company. DCF suggests Sell with C quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
MNDO,Technology,Software - Application,mature_profitable,$1.18,$4.10,$1.57,$6.39,$0.00,"$83,467,814",45.567552757883966,"{'pe': 7.8539996, 'ps': 1.1904523, 'pb': 1.1295302}",Strong Downtrend,1.1895000219345093,1.2566000080108644,1.5679282742738723,Undervalued,$0.00,"$23,993,568",7.8539996,-0.099,49,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 248% upside', 'Trading below peer multiples']",['Technical: Strong Downtrend'],[],Strong Buy,,Sell,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
MNDR,Healthcare,Health Information Services,startup_loss_making,$0.69,$0.00,$1.76,$0.00,$144.55,$0,30.986004960584854,,Strong Downtrend,0.8376999974250794,0.9504800069332123,1.759850004017353,N/A,$0.00,"$786,356",,-0.356,20,D,Exceptional (>50%),77.4%,"$13,968,535","$134,097,936","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MNDY,Technology,Software - Application,growth_profitable,$212.40,$167.31,$258.28,$97.58,$0.00,"$8,625,093,019",56.18878845784751,"{'pe': 279.4737, 'ps': 9.951947, 'pb': 9.182879}",Strong Downtrend,195.1494987487793,218.6269985961914,258.28054908752443,Overvalued,$0.00,"$10,949,530,624",279.4737,0.266,49,C,,0,$0,$0,[],SELL,Medium,[],"['DCF shows -21% downside', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],Sell,,Sell,Sell,Low,Growth company with C fundamentals. Multiple analysis methods suggest sell.,High,['Monitor for fundamental changes before reconsidering'],[]
MNKD,Healthcare,Biotechnology,mature_profitable,$5.33,$5.48,$6.66,$7.82,$0.00,"$1,680,925,016",57.35144276572877,"{'pe': 48.454544, 'ps': 5.419953, 'pb': -29.611109}",Uptrend,5.340000033378601,4.438400025367737,4.933100012540817,Undervalued,$0.00,"$1,635,394,944",48.454544,0.057,34,D,,0,$0,$0,['Weak financial health'],HOLD,Medium,"['Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",['Poor quality metrics'],['DCF suggests fair valuation'],Hold,,Buy,Buy,Medium,Stable dividend-paying company. DCF suggests Hold with D quality metrics.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
MNMD,Healthcare,Biotechnology,startup_loss_making,$9.82,$0.00,$17.33,$0.00,$1.86,$0,54.74783620277996,,Strong Uptrend,9.469499969482422,9.53420000076294,7.596775004863739,N/A,$0.00,"$747,183,616",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MNOV,Healthcare,Biotechnology,startup_loss_making,$1.25,$0.00,$1.55,$0.00,$0.69,$0,44.303074834229875,,Strong Downtrend,1.277999997138977,1.3019999980926513,1.5467999982833862,N/A,$0.00,"$61,307,808",,,18,D,Declining,-100.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MNPR,Healthcare,Biotechnology,startup_loss_making,$73.04,$0.00,$526.78,$0.00,$8.61,$0,79.56117385188074,,Strong Uptrend,49.82225036621094,43.391100120544436,37.0155749797821,N/A,$0.00,"$450,653,952",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MNRO,Consumer Cyclical,Auto Parts,turnaround,$18.39,$55.04,$23.88,$60.20,$0.00,"$1,650,007,154",63.21743566856285,"{'pe': None, 'ps': 0.45821035, 'pb': 0.91147894}",Uptrend,17.50899991989136,16.205254344940187,16.880660901069643,Undervalued,$0.00,"$551,312,704",,0.027,0,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 199% upside', 'Technical: Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
MNSB,Financial Services,Banks - Regional,financial,$21.10,$0.00,$19.20,$16.77,$0.00,$0,42.70863990404279,"{'pe': None, 'ps': 2.5167868, 'pb': 0.8448787}",Downtrend,21.805499935150145,21.227222785949706,18.563122272491455,Overvalued,$0.00,"$162,594,496",,0.3,35,D,,0,$0,$0,['Weak financial health'],SELL,Medium,[],"['Technical: Downtrend', 'High volume selling pressure', 'Trading above peer multiples', 'Poor quality metrics']",[],,,Sell,Sell,Medium,Financial company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
MNSBP,Financial Services,Banks - Regional,financial,$25.00,$0.00,$30.41,$0.00,$0.00,$0,60.10398251868942,"{'pe': 9.496013, 'ps': None, 'pb': 1.0011612}",Strong Uptrend,24.212733936309814,24.212684936523438,23.359755182266234,Overvalued,$0.00,$0,9.496013,0.3,47,C,,0,$0,$0,[],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']",['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
MNST,Consumer Defensive,Beverages - Non-Alcoholic,mature_profitable,$64.93,$49.71,$80.27,$24.31,$0.00,"$48,533,925,140",56.956057069171386,"{'pe': 40.329193, 'ps': 8.277598, 'pb': 8.816022}",Strong Uptrend,63.7564998626709,62.41019996643067,57.94364995956421,Overvalued,$0.00,"$63,399,481,344",40.329193,0.111,69,B,,0,$0,$0,[],SELL,Medium,"['Technical: Strong Uptrend', 'Good quality company metrics']","['DCF shows -23% downside', 'Trading above peer multiples']",[],Sell,,Buy,Sell,Low,Stable dividend-paying company. DCF suggests Sell with B quality metrics.,High,['Monitor for fundamental changes before reconsidering'],[]
MNTK,Basic Materials,Specialty Chemicals,turnaround,$2.04,$0.78,$2.75,$1.73,$0.00,"$111,009,660",47.40794351407292,"{'pe': 102.0, 'ps': 1.6003195, 'pb': 1.1314476}",Strong Downtrend,2.0864999651908875,2.113399980068207,2.749949993491173,Undervalued,$0.00,"$290,203,520",102.0,0.041,17,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Trading below peer multiples'],"['DCF shows -62% downside', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],Strong Sell,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
MNTS,Industrials,Aerospace & Defense,startup_loss_making,$1.30,$0.00,$2.66,$0.00,$-0.08,$0,53.713842745445,,Uptrend,1.248000007867813,1.2578999948501588,2.8573799949884413,N/A,$0.00,"$15,124,674",,-0.842,7,D,Declining,-9.4%,"$2,114,000","$4,228,000","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MNTSW,Industrials,Aerospace & Defense,startup_loss_making,$0.02,$0.00,$0.02,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,-0.842,7,D,Declining,-9.4%,"$2,114,000","$4,228,000","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
MNY,Communication Services,Internet Content & Information,startup_loss_making,$1.50,$0.00,$1.12,$0.00,$6.38,$0,41.102558323671715,,Downtrend,1.8225000023841857,1.8239999985694886,1.1315900036692619,N/A,$0.00,"$64,161,372",,-0.128,20,D,Weak (<15%),10.1%,"$79,510,746","$159,021,492","['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MNYWW,Communication Services,Internet Content & Information,startup_loss_making,$0.11,$0.00,$0.36,$0.00,$0.00,$0,47.89164302847418,,Strong Uptrend,0.12429999895393848,0.10375999972224235,0.05667499989271164,N/A,$0.00,$0,,-0.128,20,D,Weak (<15%),10.1%,"$79,510,746","$159,021,492","['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MOB,Industrials,Aerospace & Defense,startup_loss_making,$9.23,$0.00,$21.02,$0.00,$2.55,$0,82.83970274225958,,Strong Uptrend,6.946499943733215,5.087199983596801,3.123259997367859,N/A,$0.00,"$91,743,144",,-0.196,20,D,Strong (30-50%),35.7%,"$3,180,565","$19,083,390",['Weak financial health'],MONITOR,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']",['Poor quality metrics'],['Mixed startup fundamentals'],,Monitor,Buy,,Very High,High-risk speculative play on revenue growth potential. Monitor based on cash runway and growth metrics.,Medium,"['Wait for clearer fundamental signals', 'Consider adding to watchlist for quarterly review']",[]
MOBBW,Industrials,Aerospace & Defense,startup_loss_making,$4.11,$0.00,$0.26,$0.00,$0.08,$0,,,Sideways,0.2599000036716461,0.2599000036716461,0.2599000036716461,N/A,$0.00,"$1,323,159,936",Infinity,-0.196,0,,Strong (30-50%),35.7%,"$3,180,565","$19,083,390",[],,,[],[],[],,,,,,,,[],"[""quality_score():'<' not supported between instances of 'int' and 'str'"", ""generate_summary():'quality_grade'""]"
MOBX,Technology,Semiconductors,startup_loss_making,$0.85,$0.00,$1.00,$0.00,$1.56,$0,41.29597571247152,,Strong Downtrend,0.9975999921560288,0.9548999977111816,0.9971449995040893,N/A,$0.00,"$51,586,572",,0.142,5,D,Exceptional (>50%),426.3%,"$6,442,000","$96,630,000","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MOBXW,Technology,Semiconductors,startup_loss_making,$0.10,$0.00,$0.10,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,0.142,5,D,Exceptional (>50%),426.3%,"$6,442,000","$96,630,000","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
MODD,Healthcare,Medical Devices,startup_loss_making,$0.73,$0.00,$0.96,$0.00,$0.12,$0,50.915253347332424,,Uptrend,0.7227999985218048,0.7188599967956543,0.9612550002336502,N/A,$0.00,"$40,267,544",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
